canonical_origin,etld1,enroll_url,cluster_size,snapshot_count,source,crux_rank,crux_bucket
https://ruten.com.tw,ruten.com.tw,,4.0,1.0,community|webauthn|webauthn-related,10000,top 10k
https://www.mercadopago.com.mx,mercadopago.com.mx,,4.0,1.0,webauthn|webauthn-related,10000,top 10k
https://auth.aib.ie,aib.ie,,3.0,1.0,webauthn|webauthn-related,10000,top 10k
https://login.mtb.com,mtb.com,,1.0,1.0,webauthn,10000,top 10k
https://www.ebay.es,ebay.es,https://accounts.ebay.es/acctsec/manage/passkeys/create,1.0,1.0,endpoints,10000,top 10k
https://adidas.com,adidas.com,,1.0,0.0,community,10000,top 10k
https://affirm.com,affirm.com,,1.0,0.0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,10000,top 10k
https://ah.nl,ah.nl,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,10000,top 10k
https://atlassian.com,atlassian.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory|community:passkeys.directory,10000,top 10k
https://battle.net,battle.net,,1.0,0.0,community|community:passkeys.directory,10000,top 10k
https://boursobank.com,boursobank.com,,1.0,0.0,community|community:passkeyindex.io|community:passkeys-directory.dashlane.com,10000,top 10k
https://britishairways.com,britishairways.com,,1.0,0.0,community|community:2fa.directory,10000,top 10k
https://citi.com,citi.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io,10000,top 10k
https://deakin.edu.au,deakin.edu.au,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,10000,top 10k
https://ee.co.uk,ee.co.uk,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,10000,top 10k
https://godaddy.com,godaddy.com,,1.0,0.0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory,10000,top 10k
https://hatena.ne.jp,hatena.ne.jp,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,10000,top 10k
https://bitbucket.org,bitbucket.org,,,,manually added,10000,top 10k
https://ggpass.com,ggpass.com,,153.0,1.0,webauthn|webauthn-related,100000,top 100k
https://www.mercadopago.com.pe,mercadopago.com.pe,,4.0,1.0,webauthn|webauthn-related,100000,top 100k
https://atlasbus.by,atlasbus.by,,3.0,1.0,webauthn|webauthn-related,100000,top 100k
https://auth.wyze.com,wyze.com,,2.0,1.0,webauthn|webauthn-related,100000,top 100k
https://jobs.employmenthero.com,employmenthero.com,,2.0,1.0,webauthn|webauthn-related,100000,top 100k
https://simply.com,simply.com,https://www.simply.com/en/controlpanel/user/,2.0,1.0,community|community:enpass.io|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,100000,top 100k
https://alezz-oud.com,alezz-oud.com,,1.0,1.0,endpoints,100000,top 100k
https://laverne.com,laverne.com,,1.0,1.0,endpoints,100000,top 100k
https://matchperfumes.com,matchperfumes.com,,1.0,1.0,endpoints,100000,top 100k
https://moneybird.com,moneybird.com,https://moneybird.com/user/webauthn_credential_setup/new,1.0,1.0,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,100000,top 100k
https://reefperfumes.com,reefperfumes.com,,1.0,1.0,endpoints,100000,top 100k
https://sa.arabianoud.com,arabianoud.com,,1.0,1.0,endpoints,100000,top 100k
https://the-board.jp,the-board.jp,https://the-board.jp/user/passkeys,1.0,1.0,endpoints,100000,top 100k
https://ui.com,ui.com,https://account.ui.com/security,1.0,1.0,community|endpoints,100000,top 100k
https://www.beer52.com,beer52.com,https://www.beer52.com/account,1.0,1.0,endpoints,100000,top 100k
https://1password.com,1password.com,,1.0,0.0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com,100000,top 100k
https://abanca.com,abanca.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io|community:passkeys-directory.dashlane.com,100000,top 100k
https://adafruit.com,adafruit.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,100000,top 100k
https://aflac.com,aflac.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io|community:passkeys-directory.dashlane.com,100000,top 100k
https://amboss.com,amboss.com,,1.0,0.0,community,100000,top 100k
https://www.clientam.com,clientam.com,,23.0,1.0,webauthn|webauthn-related,500000,top 500k
https://merrilledge.com,merrilledge.com,,10.0,1.0,community|community:2fa.directory|community:fidoalliance.org|community:passkeys.2stable.com|webauthn|webauthn-related,500000,top 500k
https://www.strawberryhotels.com,strawberryhotels.com,https://www.strawberry.se/min-sida/installningar,10.0,1.0,endpoints|webauthn|webauthn-related,500000,top 500k
https://www.paypay-sec.co.jp,paypay-sec.co.jp,,4.0,1.0,webauthn|webauthn-related,500000,top 500k
https://nerdfix.cz,nerdfix.cz,,3.0,1.0,webauthn|webauthn-related,500000,top 500k
https://review.internalfb.com,internalfb.com,,2.0,1.0,webauthn|webauthn-related,500000,top 500k
https://sa.almajed4oud.com,almajed4oud.com,,1.0,1.0,endpoints,500000,top 500k
https://www.withings.com,withings.com,https://account.withings.com/account/2fa/setup_u2f,1.0,1.0,endpoints,500000,top 500k
https://zyros.com,zyros.com,,1.0,1.0,endpoints,500000,top 500k
https://nest.com,nest.com,,9.0,0.0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,500000,top 500k
https://visma.com,visma.com,,5.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.com|community:passkeys.directory,500000,top 500k
https://eslgaming.com,eslgaming.com,,2.0,0.0,community|community:2fa.directory|community:enpass.io|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,500000,top 500k
https://heroku.com,heroku.com,,2.0,0.0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory,500000,top 500k
https://101domain.com,101domain.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeys.2stable.com,500000,top 500k
https://1040.com,1040.com,,1.0,0.0,community|community:passkeys.2stable.com,500000,top 500k
https://10web.io,10web.io,,1.0,0.0,community|community:passkeys.2stable.com,500000,top 500k
https://123-reg.co.uk,123-reg.co.uk,,1.0,0.0,community|community:2fa.directory,500000,top 500k
https://activated.win,activated.win,,1.0,0.0,community,500000,top 500k
https://airnewzealand.com,airnewzealand.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,500000,top 500k
https://allianz.com,allianz.com,,1.0,0.0,community,500000,top 500k
https://www.mercadopago.com.ec,mercadopago.com.ec,,4.0,1.0,webauthn|webauthn-related,1000000,top 1M
https://aasavis.no,aasavis.no,,1.0,0.0,community,1000000,top 1M
https://aha.io,aha.io,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com,1000000,top 1M
https://akersposten.no,akersposten.no,,1.0,0.0,community,1000000,top 1M
https://almalinux.org,almalinux.org,,1.0,0.0,community,1000000,top 1M
https://apexnetwork.co,apexnetwork.co,,1.0,0.0,community,1000000,top 1M
https://api.no,api.no,,1.0,0.0,community,1000000,top 1M
https://avisagaula.no,avisagaula.no,,1.0,0.0,community,1000000,top 1M
https://billgenerator.in,billgenerator.in,,1.0,0.0,community,1000000,top 1M
https://bitgo.com,bitgo.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,1000000,top 1M
https://bondebladet.no,bondebladet.no,,1.0,0.0,community,1000000,top 1M
https://bookmyname.com,bookmyname.com,,1.0,0.0,community|community:passkeys-directory.dashlane.com,1000000,top 1M
https://capecodfive.com,capecodfive.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M
https://cloze.com,cloze.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M
https://cyberark.com,cyberark.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io,1000000,top 1M
https://delinea.com,delinea.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory,1000000,top 1M
https://digistorage.es,digistorage.es,,1.0,0.0,community,1000000,top 1M
https://dmarcian.com,dmarcian.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,1000000,top 1M
https://dnsimple.com,dnsimple.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory,1000000,top 1M
https://documenso.com,documenso.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M
https://noupe.com,noupe.com,,66.0,1.0,webauthn|webauthn-related,,unranked
https://0pass.com,0pass.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io,,unranked
https://aero.zip,aero.zip,,1.0,0.0,community|community:2fa.directory|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory,,unranked
https://afasonline.nl,afasonline.nl,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://allspice.io,allspice.io,,1.0,0.0,community,,unranked
https://alterware.dev,alterware.dev,,1.0,0.0,community,,unranked
https://traktor.no,traktor.no,,1.0,0.0,community,,unranked
https://transferwise.com,transferwise.com,,1.0,0.0,community|community:enpass.io,,unranked
https://tromsoby.no,tromsoby.no,,1.0,0.0,community,,unranked
https://tronderdebatt.no,tronderdebatt.no,,1.0,0.0,community,,unranked
https://trusona.com,trusona.com,,1.0,0.0,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://trustworthy.com,trustworthy.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked
https://turnkey.com,turnkey.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked
https://tutumway.com,tutumway.com,,1.0,0.0,community,,unranked
https://uninbox.com,uninbox.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,,unranked
https://unlock-music.dev,unlock-music.dev,,1.0,0.0,community,,unranked
https://usesarchbtw.lol,usesarchbtw.lol,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked
https://usfcu.org,usfcu.org,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked
https://v4guard.io,v4guard.io,,1.0,0.0,community,,unranked
https://vaultvision.com,vaultvision.com,,1.0,0.0,community|community:enpass.io|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://vec.fun,vec.fun,,1.0,0.0,community,,unranked
https://verifythisseal.com,verifythisseal.com,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://vise.no,vise.no,,1.0,0.0,community,,unranked
https://vivasoftltd.com,vivasoftltd.com,,1.0,0.0,community,,unranked
https://volteuropa.org,volteuropa.org,,1.0,0.0,community,,unranked
https://voura.com,voura.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked
https://vp.no,vp.no,,1.0,0.0,community,,unranked
https://vrsal.cc,vrsal.cc,,1.0,0.0,community,,unranked
https://webauthn.io,webauthn.io,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://webull.com.au,webull.com.au,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,,unranked
https://wildfiregames.com,wildfiregames.com,,1.0,0.0,community,,unranked
https://wiseinvestment.co.uk,wiseinvestment.co.uk,,1.0,0.0,community,,unranked
https://yammer.com,yammer.com,,1.0,0.0,community|community:enpass.io,,unranked
https://zelz.net,zelz.net,,1.0,0.0,community,,unranked
https://zitadel.com,zitadel.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked
